"pmid","title","source","abstract","probs"
38296993,"Single nuclei transcriptomics in human and non-human primate striatum in opioid use disorder.","Nat Commun","In brain, the striatum is a heterogenous region involved in reward and goal-directed behaviors. Striatal dysfunction is linked to psychiatric disorders, including opioid use disorder (OUD). Striatal subregions are divided based on neuroanatomy, each with unique roles in OUD. In OUD, the dorsal striatum is involved in altered reward processing, formation of habits, and development of negative affect during withdrawal. Using single nuclei RNA-sequencing, we identified both canonical (e.g., dopamine receptor subtype) and less abundant cell populations (e.g., interneurons) in human dorsal striatum. Pathways related to neurodegeneration, interferon response, and DNA damage were significantly enriched in striatal neurons of individuals with OUD. DNA damage markers were also elevated in striatal neurons of opioid-exposed rhesus macaques. Sex-specific molecular differences in glial cell subtypes associated with chronic stress were found in OUD, particularly female individuals. Together, we describe different cell types in human dorsal striatum and identify cell type-specific alterations in OUD.© 2024. The Author(s).",1.8825426900602e-29
38259344,"Prediction of causal genes at GWAS loci with pleiotropic gene regulatory effects using sets of correlated instrumental variables.","ArXiv","Multivariate Mendelian randomization (MVMR) is a statistical technique that uses sets of genetic instruments to estimate the direct causal effects of multiple exposures on an outcome of interest. At genomic loci with pleiotropic gene regulatory effects, that is, loci where the same genetic variants are associated to multiple nearby genes, MVMR can potentially be used to predict candidate causal genes. However, consensus in the field dictates that the genetic instruments in MVMR must be independent (not in linkage disequilibrium), which is usually not possible when considering a group of candidate genes from the same locus. Here we used causal inference theory to show that MVMR with correlated instruments satisfies the instrumental set condition. This is a classical result by Brito and Pearl (2002) for structural equation models that guarantees the identifiability of individual causal effects in situations where multiple exposures collectively, but not individually, separate a set of instrumental variables from an outcome variable. Extensive simulations confirmed the validity and usefulness of these theoretical results even at modest sample sizes(n≳500 -1000). Importantly, the causal effect estimates remain unbiased and their variance small when instruments are highly correlated. We applied MVMR with correlated instrumental variable sets at genome-wide significant loci for coronary artery disease (CAD) risk using expression Quantitative Trait Loci (eQTL) data from seven vascular and metabolic tissues in the STARNET study. Our method predicts causal genes at twelve loci, each associated with multiple colocated genes in multiple tissues. We confirm causal roles forPHACTR1andADAMTS7in arterial tissues, among others. However, the extensive degree of regulatory pleiotropy across tissues and the limited number of causal variants in each locus still require that MVMR is run on a tissue-by-tissue basis, and testing all gene-tissue pairs withcis-eQTL associations at a given locus in a single model to predict causal gene-tissue combinations remains infeasible. Our results show that within tissues, MVMR with dependent, as opposed to independent, sets of instrumental variables significantly expands the scope for predicting causal genes in disease risk loci with pleiotropic regulatory effects. However, considering risk loci with regulatory pleiotropy that also spans across tissues remains an unsolved problem.",1.83989513473203e-29
38168395,"CEBPA restricts alveolar type 2 cell plasticity during development and injury-repair.","Res Sq","Cell plasticity theoretically extends to all possible cell types, but naturally decreases as cells differentiate, whereas injury-repair re-engages the developmental plasticity. Here we show that the lung alveolar type 2 (AT2)-specific transcription factor (TF), CEBPA, restricts AT2 cell plasticity in the mouse lung. AT2 cells undergo transcriptional and epigenetic maturation postnatally. Without CEBPA, both neonatal and mature AT2 cells reduce the AT2 program, but only the former reactivate the SOX9 progenitor program. Sendai virus infection bestows mature AT2 cells with neonatal plasticity whereCebpamutant, but not wild type, AT2 cells express SOX9, as well as more readily proliferate and form KRT8/CLDN4+ transitional cells. CEBPA promotes the AT2 program by recruiting the lung lineage TF NKX2-1. The temporal change in CEBPA-dependent plasticity reflects AT2 cell developmental history. The ontogeny of AT2 cell plasticity and its transcriptional and epigenetic mechanisms have implications in lung regeneration and cancer.",1.82900454906905e-29
38353374,"Exploring causal correlations between inflammatory cytokines and varicose veins: A Mendelian randomization analysis.","Int Wound J","This study aimed to investigate the causal relationship between inflammatory cytokines and the risk of varicose veins. The data were sourced from genome-wide association studies (GWAS) of European individuals. Multiple Mendelian randomization (MR) methods were used to evaluate the association between inflammatory cytokines and varicose veins. The study found significant associations between elevated levels of certain inflammatory biomarkers (e.g., CASP-8, Vascular endothelial growth factor A levels (VEGF_A)) and an increased risk of varicose veins, while others (e.g., 4EBP1, MMP-10) showed a protective effect. The MR-Egger Intercept and heterogeneity tests indicated no significant pleiotropy or heterogeneity. This comprehensive MR analysis identifies several cytokines as potential contributors to the pathogenesis of varicose veins, offering insights into novel therapeutic targets. Our findings underscore the importance of inflammation in varicose veins and suggest that targeting specific cytokines could be a promising strategy for the treatment and prevention of varicose veins.© 2024 The Authors. International Wound Journal published by Medicalhelplines.com Inc and John Wiley & Sons Ltd.",1.75055989061983e-29
38248942,"Comparative Genomic Analysis of Colletotrichum lini Strains with Different Virulence on Flax.","J Fungi (Basel)","Colletotrichum liniis a flax fungal pathogen. The genus comprises differently virulent strains, leading to significant yield losses. However, there were no attempts to investigate the molecular mechanisms ofC. linipathogenicity from high-quality genome assemblies until this study. In this work, we sequenced the genomes of threeC. linistrains of high (#390-1), medium (#757), and low (#771) virulence. We obtained more than 100× genome coverage with Oxford Nanopore Technologies reads (N50 = 12.1, 6.1, 5.0 kb) and more than 50× genome coverage with Illumina data (150 + 150 bp). Several assembly strategies were tested. The final assemblies were obtained using the Canu-Racon ×2-Medaka-Polca scheme. The assembled genomes had a size of 54.0-55.3 Mb, 26-32 contigs, N50 values > 5 Mb, and BUSCO completeness > 96%. A comparative genomic analysis showed high similarity among mitochondrial and nuclear genomes. However, a rearrangement event and the loss of a 0.7 Mb contig were revealed. After genome annotation with Funannotate, secreting proteins were selected using SignalP, and candidate effectors were predicted among them using EffectorP. The analysis of the InterPro annotations of predicted effectors revealed unique protein categories in each strain. The assembled genomes and the conducted comparative analysis extend the knowledge of the genetic diversity ofC. liniand form the basis for establishing the molecular mechanisms of its pathogenicity.",1.72500697262765e-29
38401029,"DNA Methylation Signatures Correlate with Response to Immune Checkpoint Inhibitors in Metastatic Melanoma.","Target Oncol","DNA methylation profiles have emerged as potential predictors of therapeutic response in various solid tumors.This study aimed to analyze the DNA methylation profiles of patients with stage IV metastatic melanoma undergoing first-line immune checkpoint inhibitor treatment and evaluate their correlation with a radiological response according to immune-related Response Evaluation Criteria in Solid Tumors (iRECIST).A total of 81 tissue samples from 71 patients with metastatic melanoma (27 female, 44 male) were included in this study. We utilized Illumina Methylation EPIC Beadchips to retrieve their genome-wide methylation profile by interrogating >850,000 CpG sites. Clustering based on the 500 most differentially methylated genes was conducted to identify distinct methylation patterns associated with immune checkpoint inhibitor response. Results were further aligned with an independent, previously published data set.The median progression-free survival was 8.5 months (range: 0-104.1 months), and the median overall survival was 30.6 months (range: 0-104.1 months). Objective responses were observed in 29 patients (40.8%). DNA methylation profiling revealed specific signatures that correlated with radiological response to immune checkpoint inhibitors. Three distinct clusters were identified based on the methylation patterns of the 500 most differentially methylated genes. Cluster 1 (12/12) and cluster 2 (12/24) exhibited a higher proportion of responders, while cluster 3 (39/45) predominantly consisted of non-responders. In the validation data set, responders also showed more frequent hypomethylation although differences in the data sets limit the interpretation.These findings suggest that DNA methylation profiling of tumor tissues might serve as a predictive biomarker for immune checkpoint inhibitor response in patients with metastatic melanoma. Further validation studies are warranted to confirm the efficiency of DNA methylation profiling as a predictive tool in the context of immunotherapy for metastatic melanoma.© 2024. The Author(s).",1.48348165665983e-29
38239874,"Galectin-3 and peripheral artery disease: a Mendelian randomization study.","Front Cardiovasc Med","Multiple clinical studies have found a significant correlation between elevated galectin-3 (Gal-3) in circulation and the diagnosis and severity of peripheral arterial disease (PAD). The current study used the Mendelian randomization (MR) technique to evaluate the possible causal relationship between Gal-3 and PAD.Genome-wide association study (GWAS) data of Gal-3 and PAD were obtained through the MR-Base platform. Then, using Gal-3 as the exposure and PAD as the outcome, a two-sample MR analysis was performed utilizing several regression techniques, including MR-Egger regression, inverse variance weighted (IVW), weighted median, and weighted mode.Six single-nucleotide polymorphisms (SNPs) were identified and designated as instrumental variables (IVs) that exhibited significant correlations with Gal-3 (linkage disequilibriumr2 < 0.001;P < 5 × 10-8). Various statistical methods showed that there was an absence of a significant link between Gal-3 and PAD (IVW: odds ratio (OR) = 0.9869, 95% confidence interval (CI) = 0.8792-1.1078,P = 0.8232). In addition, the presence of genetic pleiotropy did impact the putative causal relationship between PAD and Gal-3 (MR-Egger intercept = 0.0099,P = 0.659).There is no current evidence to establish a causal relationship between the level of Gal-3 in circulation and PAD.© 2024 Gou, Chen, Zhu and Cui.",1.36757912826929e-29
38310164,NA,NA,"The rich chemical information from tissue metabolomics provides a powerful means to elaborate tissue physiology or tumor characteristics at cellular and tumor microenvironment levels. However, the process of obtaining such information requires invasive biopsies, is costly, and can delay clinical patient management. Conversely, computed tomography (CT) is a clinical standard of care but does not intuitively harbor histological or prognostic information. Furthermore, the ability to embed metabolome information into CT to subsequently use the learned representation for classification or prognosis has yet to be described. This study develops a deep learning-based framework -- tissue-metabolomic-radiomic-CT (TMR-CT) by combining 48 paired CT images and tumor/normal tissue metabolite intensities to generate ten image embeddings to infer metabolite-derived representation from CT alone. In clinical NSCLC settings, we ascertain whether TMR-CT results in an enhanced feature generation model solving histology classification/prognosis tasks in an unseen international CT dataset of 742 patients. TMR-CT non-invasively determines histological classes - adenocarcinoma/squamous cell carcinoma with an F1-score = 0.78 and further asserts patients' prognosis with a c-index = 0.72, surpassing the performance of radiomics models and deep learning on single modality CT feature extraction. Additionally, our work shows the potential to generate informative biology-inspired CT-led features to explore connections between hard-to-obtain tissue metabolic profiles and routine lesion-derived image data.© 2024. The Author(s).",1.23748681207934e-29
38321112,"Single-cell low-pass whole genome sequencing accurately detects circulating tumor cells for liquid biopsy-based multi-cancer diagnosis.","NPJ Precis Oncol","Accurate detection of circulating tumor cells (CTCs) in blood and non-blood body fluids enables generation of deterministic cancer diagnosis and represent a less invasive and safer liquid biopsy approach. Although genomic alternations have been widely used in circulating tumor DNA (ctDNA) analysis, studies on cell-based genomic alternations profiling for CTC detection are rare due to major technical limitations in single-cell whole genome sequencing (WGS) including low throughput, low accuracy and high cost. We report a single-cell low-pass WGS-based protocol (scMet-Seq) for sensitive and accurate CTC detection by combining a metabolic function-associated marker Hexokinase 2 (HK2) and a Tn5 transposome-based WGS method with improved cell fixation strategy. To explore the clinical use, scMet-Seq has been investigated with blood and non-blood body fluids in diagnosing metastatic diseases, including ascites-based diagnosis of malignant ascites (MA) and blood-based diagnosis of metastatic small-cell lung cancer (SCLC). ScMet-Seq shows high diagnostic sensitivity (MA: 79% in >10 cancer types; metastatic SCLC: 90%) and ~100% of diagnostic specificity and positive predictive value, superior to clinical cytology that exhibits diagnostic sensitivity of 52% in MA diagnosis and could not generate blood-based diagnosis. ScMet-Seq represents a liquid biopsy approach for deterministic cancer diagnosis in different types of cancers and body fluids.© 2024. The Author(s).",1.13234500436119e-29
38374155,"Exploring the interplay of gut microbiota, inflammation, and LDL-cholesterol: a multiomics Mendelian randomization analysis of their causal relationship in acute pancreatitis and non-alcoholic fatty liver disease.","J Transl Med","Acute pancreatitis and non-alcoholic fatty liver disease are both serious diseases in the digestive system. The pathogenesis of both diseases is extremely complex closely and it related to gut microbiota, inflammation, and blood fat. There is a close relationship between gut microbiota and blood lipids.In this study, we used three types of exposure: 412 gut microbiota, 731 inflammatory cells, and 91 inflammatory proteins (pqtls), with LDL-C as an intermediary and acute pancreatitis and non-alcoholic fatty liver disease as outcomes. We mainly used MR-IVW, co-localization analysis, and reverse MR analysis methods for analysis.7 gut microbiota, 21 inflammatory cells, and 3 inflammatory proteins can affect LDL-C levels. LDL-C is associated with acute pancreatitis and non-alcoholic fatty liver disease.Three omics were used: 412 gut microbiota, 731 inflammatory cells, and 91 inflammatory proteins (pqtls). It explains the causal relationship between multiomics, LDL- cholesterol, acute pancreatitis, and non-alcoholic fatty liver disease.© 2024. The Author(s).",1.04909098197017e-29
38305456,"MoDAFold: a strategy for predicting the structure of missense mutant protein based on AlphaFold2 and molecular dynamics.","Brief Bioinform","Protein structure prediction is a longstanding issue crucial for identifying new drug targets and providing a mechanistic understanding of protein functions. To enhance the progress in this field, a spectrum of computational methodologies has been cultivated. AlphaFold2 has exhibited exceptional precision in predicting wild-type protein structures, with performance exceeding that of other methods. However, predicting the structures of missense mutant proteins using AlphaFold2 remains challenging due to the intricate and substantial structural alterations caused by minor sequence variations in the mutant proteins. Molecular dynamics (MD) has been validated for precisely capturing changes in amino acid interactions attributed to protein mutations. Therefore, for the first time, a strategy entitled 'MoDAFold' was proposed to improve the accuracy and reliability of missense mutant protein structure prediction by combining AlphaFold2 with MD. Multiple case studies have confirmed the superior performance of MoDAFold compared to other methods, particularly AlphaFold2.© The Author(s) 2024. Published by Oxford University Press.",9.07981497222798e-30
38218921,"Sex-specific resting state brain network dynamics in patients with major depressive disorder.","Neuropsychopharmacology","Sex-specific neurobiological changes have been implicated in Major Depressive Disorder (MDD). Dysfunctions of the default mode network (DMN), salience network (SN) and frontoparietal network (FPN) are critical neural characteristics of MDD, however, the potential moderating role of sex on resting-state network dynamics in MDD has not been sufficiently evaluated. Thus, resting-state functional magnetic resonance imaging (fMRI) data were collected from 138 unmedicated patients with first-episode MDD (55 males) and 243 healthy controls (HCs; 106 males). Recurring functional network co-activation patterns (CAPs) were extracted, and time spent in each CAP (the total amount of volumes associated to a CAP), persistence (the average number of consecutive volumes linked to a CAP), and transitions across CAPs involving the SN, DMN and FPN were quantified. Relative to HCs, MDD patients exhibited greater persistence in a CAP involving activation of the DMN and deactivation of the FPN (DMN + FPN-). In addition, relative to the sex-matched HCs, the male MDD group spent more time in two CAPs involving the SN and DMN (i.e., DMN + SN- and DMN-SN + ) and transitioned more frequently from the DMN + FPN- CAP to the DMN + SN- CAP relative to the male HC group. Conversely, the female MDD group showed less persistence in the DMN + SN- CAP relative to the female HC group. Our findings highlight that the imbalance between SN and DMN could be a neurobiological marker supporting sex differences in MDD. Moreover, the dominance of the DMN accompanied by the deactivation of the FPN could be a sex-independent neurobiological correlate related to depression.© 2024. The Author(s), under exclusive licence to American College of Neuropsychopharmacology.",8.93972893761451e-30
38351382,"Pathway level subtyping identifies a slow-cycling biological phenotype associated with poor clinical outcomes in colorectal cancer.","Nat Genet","Molecular stratification using gene-level transcriptional data has identified subtypes with distinctive genotypic and phenotypic traits, as exemplified by the consensus molecular subtypes (CMS) in colorectal cancer (CRC). Here, rather than gene-level data, we make use of gene ontology and biological activation state information for initial molecular class discovery. In doing so, we defined three pathway-derived subtypes (PDS) in CRC: PDS1 tumors, which are canonical/LGR5+stem-rich, highly proliferative and display good prognosis; PDS2 tumors, which are regenerative/ANXA1+stem-rich, with elevated stromal and immune tumor microenvironmental lineages; and PDS3 tumors, which represent a previously overlooked slow-cycling subset of tumors within CMS2 with reduced stem populations and increased differentiated lineages, particularly enterocytes and enteroendocrine cells, yet display the worst prognosis in locally advanced disease. These PDS3 phenotypic traits are evident across numerous bulk and single-cell datasets, and demark a series of subtle biological states that are currently under-represented in pre-clinical models and are not identified using existing subtyping classifiers.© 2024. The Author(s).",8.18279378626207e-30
38278804,"Using deep learning to quantify neuronal activation from single-cell and spatial transcriptomic data.","Nat Commun","Neuronal activity-dependent transcription directs molecular processes that regulate synaptic plasticity, brain circuit development, behavioral adaptation, and long-term memory. Single cell RNA-sequencing technologies (scRNAseq) are rapidly developing and allow for the interrogation of activity-dependent transcription at cellular resolution. Here, we present NEUROeSTIMator, a deep learning model that integrates transcriptomic signals to estimate neuronal activation in a way that we demonstrate is associated with Patch-seq electrophysiological features and that is robust against differences in species, cell type, and brain region. We demonstrate this method's ability to accurately detect neuronal activity in previously published studies of single cell activity-induced gene expression. Further, we applied our model in a spatial transcriptomic study to identify unique patterns of learning-induced activity across different brain regions in male mice. Altogether, our findings establish NEUROeSTIMator as a powerful and broadly applicable tool for measuring neuronal activation, whether as a critical covariate or a primary readout of interest.© 2024. This is a U.S. Government work and not under copyright protection in the US; foreign copyright protection may apply.",7.70533329489615e-30
38182846,"Roles and regulation of tRNA-derived small RNAs in animals.","Nat Rev Mol Cell Biol","A growing class of small RNAs, known as tRNA-derived RNAs (tdRs), tRNA-derived small RNAs or tRNA-derived fragments, have long been considered mere intermediates of tRNA degradation. These small RNAs have recently been implicated in an evolutionarily conserved repertoire of biological processes. In this Review, we discuss the biogenesis and molecular functions of tdRs in mammals, including tdR-mediated gene regulation in cell metabolism, immune responses, transgenerational inheritance, development and cancer. We also discuss the accumulation of tRNA-derived stress-induced RNAs as a distinct adaptive cellular response to pathophysiological conditions. Furthermore, we highlight new conceptual advances linking RNA modifications with tdR activities and discuss challenges in studying tdR biology in health and disease.© 2024. Springer Nature Limited.",6.5746869209916e-30
38405904,"UHRF1 ubiquitin ligase activity supports the maintenance of low-density CpG methylation.","bioRxiv","The RING E3 ubiquitin ligase UHRF1 is an established cofactor for DNA methylation inheritance. Nucleosomal engagement through histone and DNA interactions directs UHRF1 ubiquitin ligase activity toward lysines on histone H3 tails, creating binding sites for DNMT1 through ubiquitin interacting motifs (UIM1 and UIM2). Here, we profile contributions of UHRF1 and DNMT1 to genome-wide DNA methylation inheritance and dissect specific roles for ubiquitin signaling in this process. We reveal DNA methylation maintenance at low-density CpGs is vulnerable to disruption of UHRF1 ubiquitin ligase activity and DNMT1 ubiquitin reading activity through UIM1. Hypomethylation of low-density CpGs in this manner induces formation of partially methylated domains (PMD), a methylation signature observed across human cancers. Furthermore, disrupting DNMT1 UIM2 function abolishes DNA methylation maintenance. Collectively, we show DNMT1-dependent DNA methylation inheritance is a ubiquitin-regulated process and suggest a disrupted UHRF1-DNMT1 ubiquitin signaling axis contributes to the development of PMDs in human cancers.",6.55141894145288e-30
38183988,"Systematic identification of genotype-dependent enhancer variants in eosinophilic esophagitis.","Am J Hum Genet","Eosinophilic esophagitis (EoE) is a rare atopic disorder associated with esophageal dysfunction, including difficulty swallowing, food impaction, and inflammation, that develops in a small subset of people with food allergies. Genome-wide association studies (GWASs) have identified 9 independent EoE risk loci reaching genome-wide significance (p < 5 × 10-8) and 27 additional loci of suggestive significance (5 × 10-8 < p < 1 × 10-5). In the current study, we perform linkage disequilibrium (LD) expansion of these loci to nominate a set of 531 variants that are potentially causal. To systematically interrogate the gene regulatory activity of these variants, we designed a massively parallel reporter assay (MPRA) containing the alleles of each variant within their genomic sequence context cloned into a GFP reporter library. Analysis of reporter gene expression in TE-7, HaCaT, and Jurkat cells revealed cell-type-specific gene regulation. We identify 32 allelic enhancer variants, representing 6 genome-wide significant EoE loci and 7 suggestive EoE loci, that regulate reporter gene expression in a genotype-dependent manner in at least one cellular context. By annotating these variants with expression quantitative trait loci (eQTL) and chromatin looping data in related tissues and cell types, we identify putative target genes affected by genetic variation in individuals with EoE. Transcription factor enrichment analyses reveal possible roles for cell-type-specific regulators, including GATA3. Our approach reduces the large set of EoE-associated variants to a set of 32 with allelic regulatory activity, providing functional insights into the effects of genetic variation in this disease.Copyright © 2023 The Author(s). Published by Elsevier Inc. All rights reserved.",6.24120605182629e-30
38368587,"Fatty Acid Amide Hydrolase and Cannabinoid Receptor Type 1 Genes Regulation is Modulated by Social Isolation in Rats.","Neurochem Res","Social isolation is a state of lack of social connections, involving the modulation of different molecular signalling cascades and associated with high risk of mental health issues. To investigate if and how gene expression is modulated by social experience at the central level, we analyzed the effects of 5 weeks of social isolation in rats focusing on endocannabinoid system genes transcription in key brain regions involved in emotional control. We observed selective reduction in mRNA levels for fatty acid amide hydrolase (Faah) and cannabinoid receptor type 1 (Cnr1) genes in the amygdala complex and of Cnr1 in the prefrontal cortex of socially isolated rats when compared to controls, and these changes appear to be partially driven by trimethylation of Lysine 27 and acetylation of Lysine 9 at Histone 3. The alterations of Cnr1 transcriptional regulation result also directly correlated with those of oxytocin receptor gene. We here suggest that to counteract the effects of SI, it is of relevance to restore the endocannabinoid system homeostasis via the use of environmental triggers able to revert those epigenetic mechanisms accounting for the alterations observed.© 2024. The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",5.67565339404375e-30
38280381,"Topologically associating domains define the impact of de novo promoter variants on autism spectrum disorder risk.","Cell Genom","Whole-genome sequencing (WGS) studies of autism spectrum disorder (ASD) have demonstrated the roles of rare promoter de novo variants (DNVs). However, most promoter DNVs in ASD are not located immediately upstream of known ASD genes. In this study analyzing WGS data of 5,044 ASD probands, 4,095 unaffected siblings, and their parents, we show that promoter DNVs within topologically associating domains (TADs) containing ASD genes are significantly and specifically associated with ASD. An analysis considering TADs as functional units identified specific TADs enriched for promoter DNVs in ASD and indicated that common variants in these regions also confer ASD heritability. Experimental validation using human induced pluripotent stem cells (iPSCs) showed that likely deleterious promoter DNVs in ASD can influence multiple genes within the same TAD, resulting in overall dysregulation of ASD-associated genes. These results highlight the importance of TADs and gene-regulatory mechanisms in better understanding the genetic architecture of ASD.Copyright © 2024 The Authors. Published by Elsevier Inc. All rights reserved.",5.53167566095487e-30
38352953,"A proteomic landscape of pharmacologic perturbations for functional relevance.","J Pharm Anal","Pharmacological perturbation studies based on protein-level signatures are fundamental for drug discovery. In the present study, we used a mass spectrometry (MS)-based proteomic platform to profile the whole proteome of the breast cancer MCF7 cell line under stress induced by 78 bioactive compounds. The integrated analysis of perturbed signal abundance revealed the connectivity between phenotypic behaviors and molecular features in cancer cells. Our data showed functional relevance in exploring the novel pharmacological activity of phenolic xanthohumol, as well as the noncanonical targets of clinically approved tamoxifen, lovastatin, and their derivatives. Furthermore, the rational design of synergistic inhibition using a combination of histone methyltransferase and topoisomerase was identified based on their complementary drug fingerprints. This study provides rich resources for the proteomic landscape of drug responses for precision therapeutic medicine.© 2023 The Authors.",4.75094297343595e-30
38396057,"The underlying molecular mechanism of ciliated epithelium dysfunction and TGF-Î² signaling in children with congenital pulmonary airway malformations.","Sci Rep","The aim of this study was to investigate the variation in gene expression in the complete transcripts of Congenitalpulmonary airwaymalformation (CPAM) of the lung using Next Generation Sequencing (NGS) technology. There were 20 cases involving children with CPAM were used for selection of study sample. NGS was used to establish RNA-Seq libraries for the two groups of samples separately, and both groups were conducted to differential expression analysis and Gene Ontology (GO) functional enrichment analysis. The pathways of the differential genes were analyzed to find the enriched target pathways. A total of 592 genes were expressed with significant differences (CPAM vs. normal tissue, P < 0.05). GO functional analysis of DEGs indicated that abnormal ciliary function played a role in the development of CPAM. Subsequently, analysis of these genes pathways showed the TGF-β signaling pathway was significantly enriched. Finally, the results of immunohistochemical analysis of some DEGs showed that a significant reduction in the expression of SMAD6, a gene related to the TGF-β signaling pathway, led to abnormal activation of the pathway. TGF-β signaling pathway involved in the evolution of the disease obtained by DEGs enrichment pathway analysis. SMAD6, a gene involved in this pathway, might be a potential biomarker for the diagnosis and treatment of CPAM.© 2024. The Author(s).",4.65609647187911e-30
38263276,"C-to-G editing generates double-strand breaks causing deletion, transversion and translocation.","Nat Cell Biol","Base editors (BEs) introduce base substitutions without double-strand DNA cleavage. Besides precise substitutions, BEs generate low-frequency 'stochastic' byproducts through unclear mechanisms. Here, we performed in-depth outcome profiling and genetic dissection, revealing that C-to-G BEs (CGBEs) generate substantial amounts of intermediate double-strand breaks (DSBs), which are at the centre of several byproducts. Imperfect DSB end-joining leads to small deletions via end-resection, templated insertions or aberrant transversions during end fill-in. Chromosomal translocations were detected between the editing target and off-targets of Cas9/deaminase origin. Genetic screenings of DNA repair factors disclosed a central role of abasic site processing in DSB formation. Shielding of abasic sites by the suicide enzyme HMCES reduced CGBE-initiated DSBs, providing an effective way to minimize DSB-triggered events without affecting substitutions. This work demonstrates that CGBEs can initiate deleterious intermediate DSBs and therefore require careful consideration for therapeutic applications, and that HMCES-aided CGBEs hold promise as safer tools.© 2024. The Author(s), under exclusive licence to Springer Nature Limited.",4.55930647868816e-30
38310203,NA,NA,"We investigated the impact of anthracycline-based chemotherapy on methylation status of RB1 gene in peripheral blood leukocytes together with parameters of oxidative stress and inflammation in sarcoma patients.Blood samples were collected from 51 consecutive newly diagnosed sarcoma patients admitted to University Hospital Center Zagreb (Zagreb, Croatia) for first-line chemotherapy before the first cycle and post-chemotherapy. Methylation and copy number variation (CNV) of leukocyte RB1 gene were assessed using MS-MLPA probes. In addition, in blood samples, parameters of oxidative stress (ROS, MDA, SOD, and GSH) and inflammation (CRP, WBC, and NBC) were followed.In pre-chemotherapy samples, no CNVs and aberrant methylation of CpG106 promoter region of RB1 gene were detected; however, one patient had hypermethylation (by approximately 10%) of imprinted locus CpG85 in intron 2 of RB1 gene. In addition, a very good correlation of the tumor burden and CRP and tumor burden and GSH was found. The anthracycline-based chemotherapy reverts methylation of RB1 gene-imprinted locus CpG85 to normal level. Moreover, inflammation and oxidative stress parameters such as CRP, WBC, ROS, and MDA were significantly decreased in post-chemotherapy samples.This single-centered study on a cohort of consecutive sarcoma patients indicates that sarcoma patients can have aberrant germline DNA methylation and confirms the relationship of tumor burden with inflammation and oxidative stress. The applied chemotherapy protocols reverted RB1 gene methylation to normal level and decreased the level of inflammation and oxidative damage, thus indicating chemotherapy benefit to the patient's health status.© 2024. The Author(s), under exclusive licence to Federación de Sociedades Españolas de Oncología (FESEO).",4.33474250607722e-30
38328160,"Full resolution HLA and KIR genes annotation for human genome assemblies.","bioRxiv","The HLA (Human Leukocyte Antigen) genes and the KIR (Killer cell Immunoglobulin-like Receptor) genes are critical to immune responses and are associated with many immune-related diseases. Located in highly polymorphic regions, they are hard to be studied with traditional short-read alignment-based methods. Although modern long-read assemblers can often assemble these genes, using existing tools to annotate HLA and KIR genes in these assemblies remains a non-trivial task. Here, we describe Immuannot, a new computation tool to annotate the gene structures of HLA and KIR genes and to type the allele of each gene. Applying Immuannot to 56 regional and 212 whole-genome assemblies from previous studies, we annotated 9,931 HLA and KIR genes and found that almost half of these genes, 4,068, had novel sequences compared to the current Immuno Polymorphism Database (IPD). These novel gene sequences were represented by 2,664 distinct alleles, some of which contained non-synonymous variations resulting in 92 novel protein sequences. We demonstrated the complex haplotype structures at the two loci and reported the linkage between HLA/KIR haplotypes and gene alleles. We anticipate that Immuannot will speed up the discovery of new HLA/KIR alleles and enable the association of HLA/KIR haplotype structures with clinical outcomes in the future.",4.1124002897697e-30
38311789,"Role of HOXA1-4 in the development of genetic and malignant diseases.","Biomark Res","The HOXA genes, belonging to the HOX family, encompass 11 members (HOXA1-11) and exert critical functions in early embryonic development, as well as various adult processes. Furthermore, dysregulation of HOXA genes is implicated in genetic diseases, heart disease, and various cancers. In this comprehensive overview, we primarily focused on the HOXA1-4 genes and their associated functions and diseases. Emphasis was placed on elucidating the impact of abnormal expression of these genes and highlighting their significance in maintaining optimal health and their involvement in the development of genetic and malignant diseases. Furthermore, we delved into their regulatory mechanisms, functional roles, and underlying biology and explored the therapeutic potential of targeting HOXA1-4 genes for the treatment of malignancies. Additionally, we explored the utility of HOXA1-4 genes as biomarkers for monitoring cancer recurrence and metastasis.© 2024. The Author(s).",2.64564974542643e-30
38197310,"Network pharmacology: towards the artificial intelligence-based precision traditional Chinese medicine.","Brief Bioinform","Network pharmacology (NP) provides a new methodological perspective for understanding traditional medicine from a holistic perspective, giving rise to frontiers such as traditional Chinese medicine network pharmacology (TCM-NP). With the development of artificial intelligence (AI) technology, it is key for NP to develop network-based AI methods to reveal the treatment mechanism of complex diseases from massive omics data. In this review, focusing on the TCM-NP, we summarize involved AI methods into three categories: network relationship mining, network target positioning and network target navigating, and present the typical application of TCM-NP in uncovering biological basis and clinical value of Cold/Hot syndromes. Collectively, our review provides researchers with an innovative overview of the methodological progress of NP and its application in TCM from the AI perspective.© The Author(s) 2024. Published by Oxford University Press.",2.52935959523553e-30
