pmid,title,source,abstract,probs
38625038,Proteasome Inhibition Reprograms Chromatin Landscape in Breast Cancer.,Cancer Res Commun,"The 26S proteasome is the major protein degradation machinery in cells. Cancer cells use the proteasome to modulate gene expression networks that promote tumor growth. Proteasome inhibitors have emerged as effective cancer therapeutics, but how they work mechanistically remains unclear. Here, using integrative genomic analysis, we discovered unexpected reprogramming of the chromatin landscape and RNA polymerase II (RNAPII) transcription initiation in breast cancer cells treated with the proteasome inhibitor MG132. The cells acquired dynamic changes in chromatin accessibility at specific genomic loci termed differentially open chromatin regions (DOCR). DOCRs with decreased accessibility were promoter proximal and exhibited unique chromatin architecture associated with divergent RNAPII transcription. Conversely, DOCRs with increased accessibility were primarily distal to transcription start sites and enriched in oncogenic superenhancers predominantly accessible in non-basal breast tumor subtypes. These findings describe the mechanisms by which the proteasome modulates the expression of gene networks intrinsic to breast cancer biology.Our study provides a strong basis for understanding the mechanisms by which proteasome inhibitors exert anticancer effects. We find open chromatin regions that change during proteasome inhibition, are typically accessible in non-basal breast cancers.© 2024 The Authors; Published by the American Association for Cancer Research.",5.837636220822069e-44
38618505,"Factor VIII as a Novel Biomarker for Diagnosis, Prognosis, and Therapy Prediction in Human Cancer and Other Disorders.",Avicenna J Med Biotechnol,"Coagulation factor VIII (FVIII) is an essential cofactor in the coagulation cascade, encoded by theF8gene on the long arm of chromosome X (Xq28). FVIII is normally circulated in complex with Von Willebrand factor (VWF) and has relevant emerging extracoagulative functions. Dysregulation of FVIII is associated with tumor progression, and could be used as a novel biomarker for tumor screening and monitoring. In breast cancer, bladder cancer, colorectal carcinoma, esophageal carcinoma, hepatocellular carcinoma and lung cancer,F8is regarded as an oncogene. In coronary heart disease, hemophilia A and liver disease,F8dysregulation has been recognized as a potential biomarker for disease diagnosis and prognosis. However, the basis of these differential expression levels remains to be understood. In this review, which is a mixture of literature review and bioinformatics analysis we described the biological functions and characteristics of FVIII, and also its expression level in non-malignant disorders and various cancers.Copyright© 2024 Avicenna Research Institute.",7.002600543442788e-26
38600550,Integrative analysis of transcriptomic and epigenomic data reveals distinct patterns for developmental and housekeeping gene regulation.,BMC Biol,"Regulation of transcription is central to the emergence of new cell types during development, and it often involves activation of genes via proximal and distal regulatory regions. The activity of regulatory elements is determined by transcription factors (TFs) and epigenetic marks, but despite extensive mapping of such patterns, the extraction of regulatory principles remains challenging.Here we study differentially and similarly expressed genes along with their associated epigenomic profiles, chromatin accessibility and DNA methylation, during lineage specification at gastrulation in mice. Comparison of the three lineages allows us to identify genomic and epigenomic features that distinguish the two classes of genes. We show that differentially expressed genes are primarily regulated by distal elements, while similarly expressed genes are controlled by proximal housekeeping regulatory programs. Differentially expressed genes are relatively isolated within topologically associated domains, while similarly expressed genes tend to be located in gene clusters. Transcription of differentially expressed genes is associated with differentially open chromatin at distal elements including enhancers, while that of similarly expressed genes is associated with ubiquitously accessible chromatin at promoters.Based on these associations of (linearly) distal genes' transcription start sites (TSSs) and putative enhancers for developmental genes, our findings allow us to link putative enhancers to their target promoters and to infer lineage-specific repertoires of putative driver transcription factors, within which we define subgroups of pioneers and co-operators.© 2024. The Author(s).",3.448242175747671e-33
38699303,Comparative gene regulatory networks modulating APOE expression in microglia and astrocytes.,medRxiv,"Single-cell technologies have unveiled various transcriptional states in different brain cell types. Transcription factors (TFs) regulate the expression of related gene sets, thereby controlling these diverse expression states. Apolipoprotein E (APOE), a pivotal risk-modifying gene in Alzheimer's disease (AD), is expressed in specific glial transcriptional states associated with AD. However, it is still unknown whether the upstream regulatory programs that modulate its expression are shared across brain cell types or specific to microglia and astrocytes.We used pySCENIC to construct state-specific gene regulatory networks (GRNs) for resting and activated cell states within microglia and astrocytes based on single-nucleus RNA sequencing data from AD patients' cortices from the Knight ADRC-DIAN cohort. We then identified replicating TF using data from the ROSMAP cohort. We identified sets of genes co-regulated withAPOEby clustering the GRN target genes and identifying genes differentially expressed after the virtual knockout of TFs regulatingAPOE. We performed enrichment analyses on these gene sets and evaluated their overlap with genes found in AD GWAS loci.We identified an average of 96 replicating regulators for each microglial and astrocyte cell state. Our analysis identified the CEBP, JUN, FOS, and FOXO TF families as key regulators of microglial APOE expression. The steroid/thyroid hormone receptor families, including the THR TF family, consistently regulated APOE across astrocyte states, while CEBP and JUN TF families were also involved in resting astrocytes. AD GWAS-associated genes (PGRN,FCGR3A,CTSH,ABCA1,MARCKS,CTSB,SQSTM1,TSC22D4,FCER1G, and HLA genes) are co-regulated with APOE. We also uncovered that APOE-regulating TFs were linked to circadian rhythm (BHLHE40,DBP,XBP1,CREM,SREBF1,FOXO3, andNR2F1).Our findings reveal a novel perspective on the transcriptional regulation ofAPOEin the human brain. We found a comprehensive and cell-type-specific regulatory landscape forAPOE, revealing distinct and shared regulatory mechanisms across microglia and astrocytes, underscoring the complexity ofAPOEregulation.APOE-co-regulated genes might also affect AD risk. Furthermore, our study uncovers a potential link between circadian rhythm disruption andAPOEregulation, shedding new light on the pathogenesis of AD.",1.0875349497699408e-58
38564686,Single-Cell Multi-Omics Map of Cell Type-Specific Mechanistic Drivers of Multiple Sclerosis Lesions.,Neurol Neuroimmunol Neuroinflamm,"In progressive multiple sclerosis (MS), compartmentalized inflammation plays a pivotal role in the complex pathology of tissue damage. The interplay between epigenetic regulation, transcriptional modifications, and location-specific alterations within white matter (WM) lesions at the single-cell level remains underexplored.We examined intracellular and intercellular pathways in the MS brain WM using a novel dataset obtained by integrated single-cell multi-omics techniques from 3 active lesions, 3 chronic active lesions, 3 remyelinating lesions, and 3 control WM of 6 patients with progressive MS and 3 non-neurologic controls. Single-nucleus RNA-seq and ATAC-seq were combined and additionally enriched with newly conducted spatial transcriptomics from 1 chronic active lesion. Functional gene modules were then validated in our previously published bulk tissue transcriptome data obtained from 73 WM lesions of patients with progressive MS and 25 WM of non-neurologic disease controls.Our analysis uncovered an MS-specific oligodendrocyte genetic signature influenced by the KLF/SP gene family. This modulation has potential associations with the autocrine iron uptake signaling observed in transcripts of transferrin and its receptorLRP2. In addition, an inflammatory profile emerged within these oligodendrocytes. We observed unique cellular endophenotypes both at the periphery and within the chronic active lesion. These include a distinct metabolic astrocyte phenotype, the importance of FGF signaling among astrocytes and neurons, and a notable enrichment of mitochondrial genes at the lesion edge populated predominantly by astrocytes. Our study also identified B-cell coexpression networks indicating different functional B-cell subsets with differential location and specific tendencies toward certain lesion types.The use of single-cell multi-omics has offered a detailed perspective into the cellular dynamics and interactions in MS. These nuanced findings might pave the way for deeper insights into lesion pathogenesis in progressive MS.",3.268850764504868e-46
38509377,Disease-associated astrocyte epigenetic memory promotes CNS pathology.,Nature,"Disease-associated astrocyte subsets contribute to the pathology of neurologic diseases, including multiple sclerosis and experimental autoimmune encephalomyelitis1-8(EAE), an experimental model for multiple sclerosis. However, little is known about the stability of these astrocyte subsets and their ability to integrate past stimulation events. Here we report the identification of an epigenetically controlled memory astrocyte subset that exhibits exacerbated pro-inflammatory responses upon rechallenge. Specifically, using a combination of single-cell RNA sequencing, assay for transposase-accessible chromatin with sequencing, chromatin immunoprecipitation with sequencing, focused interrogation of cells by nucleic acid detection and sequencing, and cell-specific in vivo CRISPR-Cas9-based genetic perturbation studies we established that astrocyte memory is controlled by the metabolic enzyme ATP-citrate lyase (ACLY), which produces acetyl coenzyme A (acetyl-CoA) that is used by histone acetyltransferase p300 to control chromatin accessibility. The number of ACLY+p300+memory astrocytes is increased in acute and chronic EAE models, and their genetic inactivation ameliorated EAE. We also detected the pro-inflammatory memory phenotype in human astrocytes in vitro; single-cell RNA sequencing and immunohistochemistry studies detected increased numbers of ACLY+p300+astrocytes in chronic multiple sclerosis lesions. In summary, these studies define an epigenetically controlled memory astrocyte subset that promotes CNS pathology in EAE and, potentially, multiple sclerosis. These findings may guide novel therapeutic approaches for multiple sclerosis and other neurologic diseases.© 2024. The Author(s), under exclusive licence to Springer Nature Limited.",1.7813979228988357e-55
38568071,RhoA/rho kinase pathway activation in age-associated endothelial cell dysfunction and thrombosis.,J Cell Mol Med,"The small GTPase RhoA and the downstream Rho kinase (ROCK) regulate several cell functions and pathological processes in the vascular system that contribute to the age-dependent risk of cardiovascular disease, including endothelial dysfunction, excessive permeability, inflammation, impaired angiogenesis, abnormal vasoconstriction, decreased nitric oxide production and apoptosis. Frailty is a loss of physiological reserve and adaptive capacity with advanced age and is accompanied by a pro-inflammatory and pro-oxidative state that promotes vascular dysfunction and thrombosis. This review summarises the role of the RhoA/Rho kinase signalling pathway in endothelial dysfunction, the acquisition of the pro-thrombotic state and vascular ageing. We also discuss the possible role of RhoA/Rho kinase signalling as a promising therapeutic target for the prevention and treatment of age-related cardiovascular disease.© 2024 The Authors. Journal of Cellular and Molecular Medicine published by Foundation for Cellular and Molecular Medicine and John Wiley & Sons Ltd.",1.6814410180401168e-38
38737434,Sex Differences in the Immunogenicity and Efficacy of Seasonal Influenza Vaccines: A Meta-analysis of Randomized Controlled Trials.,Open Forum Infect Dis,"Sex impacts individuals' response to vaccination. However, most vaccine studies do not report these differences disaggregated by sex. The aim of this study was to assess sex differences in the immunogenicity and efficacy of influenza vaccine.We performed a meta-analysis using phase 3 randomized controlled trial data conducted between 2010 and 2018. Using hemagglutination inhibition antibody titers for each strain, differences in geometric mean ratios (GMRs) were calculated by sex. Risk ratios (RRs) comparing seroconversion proportions were pooled for females and males using random-effects models. Vaccine efficacy (VE) was assessed. Data were analyzed by age group (18-64 vs ≥65 years).A total of 33 092 healthy adults from 19 studies were included for immunogenicity analysis, and 6740 from 1 study for VE. Whereas no sex differences in immunogenicity were found in adults <65 years old, older females had a significantly greater chance to seroconvert compared to older males for all strains: RRH1N1= 1.17 [95% confidence interval {CI}, 1.12-1.23]; RRH3N2= 1.09 [95% CI, 1.05-1.14]; RRVictoria= 1.23 [95% CI, 1.14-1.31]; RRYamagata= 1.22 [95% CI, 1.14-1.30]. GMRs were also higher in older females for all strains compared to older males. VE in preventing laboratory-confirmed influenza was higher in older females compared to older males with VEs of 27.32% (95% CI, 1.15%-46.56%) and 6.06% (95% CI, -37.68% to 35.90%), respectively.Our results suggest a higher immunogenicity and VE in females compared to males in older adults. These differences in immunogenicity and VE support the disaggregation of vaccine data by sex in clinical trials and observational studies.CRD42018112260.© The Author(s) 2024. Published by Oxford University Press on behalf of Infectious Diseases Society of America.",1.8353000992971024e-16
38701219,Altered X-chromosome inactivation predisposes to autoimmunity.,Sci Adv,"In mammals, males and females show marked differences in immune responses. Males are globally more sensitive to infectious diseases, while females are more susceptible to systemic autoimmunity. X-chromosome inactivation (XCI), the epigenetic mechanism ensuring the silencing of one X in females, may participate in these sex biases. We perturbed the expression of the trigger of XCI, the noncoding RNAXist, in female mice. This resulted in reactivation of genes on the inactive X, including members of the Toll-like receptor 7 (TLR7) signaling pathway, in monocyte/macrophages and dendritic and B cells. Consequently, female mice spontaneously developed inflammatory signs typical of lupus, including anti-nucleic acid autoantibodies, increased frequencies of age-associated and germinal center B cells, and expansion of monocyte/macrophages and dendritic cells. Mechanistically, TLR7 signaling is dysregulated in macrophages, leading to sustained expression of target genes upon stimulation. These findings provide a direct link between maintenance of XCI and female-biased autoimmune manifestations and highlight altered XCI as a cause of autoimmunity.",4.528811458449124e-36
38697975,Disease related changes in ATAC-seq of iPSC-derived motor neuron lines from ALS patients and controls.,Nat Commun,"Amyotrophic Lateral Sclerosis (ALS), like many other neurodegenerative diseases, is highly heritable, but with only a small fraction of cases explained by monogenic disease alleles. To better understand sporadic ALS, we report epigenomic profiles, as measured by ATAC-seq, of motor neuron cultures derived from a diverse group of 380 ALS patients and 80 healthy controls. We find that chromatin accessibility is heavily influenced by sex, the iPSC cell type of origin, ancestry, and the inherent variance arising from sequencing. Once these covariates are corrected for, we are able to identify ALS-specific signals in the data. Additionally, we find that the ATAC-seq data is able to predict ALS disease progression rates with similar accuracy to methods based on biomarkers and clinical status. These results suggest that iPSC-derived motor neurons recapitulate important disease-relevant epigenomic changes.© 2024. The Author(s).",4.641015723388229e-22
38586055,Epigenomic landscape of the human dorsal root ganglion: sex differences and transcriptional regulation of nociceptive genes.,bioRxiv,"Gene expression is influenced by chromatin architecture via controlled access of regulatory factors to DNA. To better understand regulation of gene expression in the human dorsal root ganglion (hDRG) we used bulk and spatial transposase-accessible chromatin technology followed by sequencing (ATAC-seq). We detected a total of 3005 differentially accessible chromatin regions (DARs) between sexes using bulk ATAC-seq. DARs in female hDRG mapped mainly to the X chromosome. In males, DARs were found in autosomal genes. We also found differential transcription factor binding motifs within DARs. EGR1/3 and SP1/4 were abundant in females, and JUN, FOS and other AP-1 family members in males. With the aim of dissecting the open chromatin profile in hDRG neurons, we used spatial ATAC-seq. Consistent with our bulk ATAC-seq data, most of the DARs in female hDRG were located in X chromosome genes. Neuron cluster showed higher chromatin accessibility in GABAergic, glutamatergic, and interferon-related genes in females, and in Ca2+-signaling-related genes in males. Sex differences in open chromatin transcription factor binding sites in neuron-proximal barcodes were consistent with the bulk data, having EGR1 transcription factor activity in females and AP-1 family members in males. Accordingly, we showed higher expression ofEGR1in female hDRG compared to male with in-situ hybridization. Our findings point to epigenomic sex differences in the hDRG that likely underlie divergent transcriptional responses that determine mechanistic sex differences in pain.",1.642139348950245e-32
38578989,Multi-omics analysis reveals that linoleic acid metabolism is associated with variations of trained immunity induced by distinct BCG strains.,Sci Adv,"Trained immunity is one of the mechanisms by which BCG vaccination confers persistent nonspecific protection against diverse diseases. Genomic differences between the different BCG vaccine strains that are in global use could result in variable protection against tuberculosis and therapeutic effects on bladder cancer. In this study, we found that four representative BCG strains (BCG-Russia, BCG-Sweden, BCG-China, and BCG-Pasteur) covering all four genetic clusters differed in their ability to induce trained immunity and nonspecific protection. The trained immunity induced by BCG was associated with the Akt-mTOR-HIF1α axis, glycolysis, and NOD-like receptor signaling pathway. Multi-omics analysis (epigenomics, transcriptomics, and metabolomics) showed that linoleic acid metabolism was correlated with the trained immunity-inducing capacity of different BCG strains. Linoleic acid participated in the induction of trained immunity and could act as adjuvants to enhance BCG-induced trained immunity, revealing a trained immunity-inducing signaling pathway that could be used in the adjuvant development.",3.2432261587052755e-28
38528381,Epigenetic Approaches to Identifying Asthma Endotypes.,Allergy Asthma Immunol Res,"The prevalence of asthma escalated rapidly in the late 20th century. In 2019, the World Health Organization estimated the global number of people affected by the condition to be approximately 260 million, causing 450,000 deaths during that year. While there have been advances in therapeutics with the emergence of biologics targeting T2-high asthma, there is still little clarity on the mechanisms underlying the origins of both the condition and all of its endotypes. Several biomarkers for particular asthma phenotypes have been documented. These are generally identified from transcriptomics and proteomics protocols and tend to be biased to T2-high phenotypes. In this review, we summarize some suggestions that analysis of epigenomes may provide alternative datasets that inform of broader asthma endotypes and might highlight pathways amenable for therapeutic intervention.Copyright © 2024 The Korean Academy of Asthma, Allergy and Clinical Immunology • The Korean Academy of Pediatric Allergy and Respiratory Disease.",5.624763460449743e-20
38510743,"The interplay between Sars-Cov-2 infection related cardiovascular diseases and depression. Common mechanisms, shared symptoms.",Am Heart J Plus,"In 2020 the World Health organization announced a pandemic due to the outbreak of the Coronavirus disease 19. Pneumonia was the most common manifestation of the Sars-Cov-2 infection, however, clinical papers describe Sars-Cov-2 associated cardiovascular pathologies, such as ACS, myopericarditis, cardiomyopathies, dysrhythmias, as leading causes of increased morbidity and mortality. The short and long term prognosis of Sars-Cov-2-related cardiovascular diseases was defined not only by the disease severity itself but also by associated conditions and complications, among which mental health issues (stress, depression and anxiety) have a negative impact. The interplay between Sars-Cov-2 infection, cardiovascular disease and depression may be explained by hyperinflammation, unhealthy lifestyle and inter-organ communication, mediated by extracellular vesicles (EV) and non-coding MicroRNA (miRNA). The long Covid syndrome is characterized with orthostatic hypotension, impaired cardiac and cerebral perfusion, postural orthostatic tachycardia syndrome (POTS), syncope, chest pain, dyspnea, palpitation, chronic fatigue syndrome, 'brain fog', memory, cognitive and sleep difficulties, depression and anxiety. From a clinical point of view these symptoms may be considered as common symptoms representing not only a cardiac but also a neurological/psychiatric problem. Consequently assessment of these symptoms are of paramount importance. Due to their complexity, management of these patients requires multidisciplinary care.© 2024 The Authors.",2.8967890792982233e-44
38730500,Single-cell transcriptomic analysis of decidual immune cell landscape in the occurrence of adverse pregnancy outcomes induced by Toxoplasma gondii infection.,Parasit Vectors,"Toxoplasma gondii is an obligate intracellular parasite that can lead to adverse pregnancy outcomes, particularly in early pregnancy. Previous studies have illustrated the landscape of decidual immune cells. However, the landscape of decidual immune cells in the maternal-fetal microenvironment during T. gondii infection remains unknown.In this study, we employed single-cell RNA sequencing to analyze the changes in human decidual immune cells following T. gondii infection. The results of scRNA-seq were further validated with flow cytometry, reverse transcription-polymerase chain reaction, western blot, and immunofluorescence staining.Our results showed that the proportion of 17 decidual immune cell clusters and the expression levels of 21 genes were changed after T. gondii infection. Differential gene analysis demonstrated that T. gondii infection induced the differential expression of 279, 312, and 380 genes in decidual NK cells (dNK), decidual macrophages (dMφ), and decidual T cells (dT), respectively. Our results revealed for the first time that several previously unknown molecules in decidual immune cells changed following infection. This result revealed that the function of maternal-fetal immune tolerance declined, whereas the killing ability of decidual immune cells enhanced, eventually contributing to the occurrence of adverse pregnancy outcomes.This study provides valuable resource for uncovering several novel molecules that play an important role in the occurrence of abnormal pregnancy outcomes induced by T. gondii infection.© 2024. The Author(s).",3.528106351661734e-34
38699169,"A Systematic Overview of Single-Cell Transcriptomics Databases, their Use cases, and Limitations.",ArXiv,"Rapid advancements in high-throughput single-cell RNA-seq (scRNA-seq) technologies and experimental protocols have led to the generation of vast amounts of genomic data that populates several online databases and repositories. Here, we systematically examined large-scale scRNA-seq databases, categorizing them based on their scope and purpose such as general, tissue-specific databases, disease-specific databases, cancer-focused databases, and cell type-focused databases. Next, we discuss the technical and methodological challenges associated with curating large-scale scRNA-seq databases, along with current computational solutions. We argue that understanding scRNA-seq databases, including their limitations and assumptions, is crucial for effectively utilizing this data to make robust discoveries and identify novel biological insights. Furthermore, we propose that bridging the gap between computational and wet lab scientists through user-friendly web-based platforms is needed for democratizing access to single-cell data. These platforms would facilitate interdisciplinary research, enabling researchers from various disciplines to collaborate effectively. This review underscores the importance of leveraging computational approaches to unravel the complexities of single-cell data and offers a promising direction for future research in the field.",3.5036809176573676e-36
38689377,DISSECT: deep semi-supervised consistency regularization for accurate cell type fraction and gene expression estimation.,Genome Biol,"Cell deconvolution is the estimation of cell type fractions and cell type-specific gene expression from mixed data. An unmet challenge in cell deconvolution is the scarcity of realistic training data and the domain shift often observed in synthetic training data. Here, we show that two novel deep neural networks with simultaneous consistency regularization of the target and training domains significantly improve deconvolution performance. Our algorithm, DISSECT, outperforms competing algorithms in cell fraction and gene expression estimation by up to 14 percentage points. DISSECT can be easily adapted to other biomedical data types, as exemplified by our proteomic deconvolution experiments.© 2024. The Author(s).",2.5160956159648984e-13
38678389,scBOL: a universal cell type identification framework for single-cell and spatial transcriptomics data.,Brief Bioinform,"Over the past decade, single-cell transcriptomic technologies have experienced remarkable advancements, enabling the simultaneous profiling of gene expressions across thousands of individual cells. Cell type identification plays an essential role in exploring tissue heterogeneity and characterizing cell state differences. With more and more well-annotated reference data becoming available, massive automatic identification methods have sprung up to simplify the annotation process on unlabeled target data by transferring the cell type knowledge. However, in practice, the target data often include some novel cell types that are not in the reference data. Most existing works usually classify these private cells as one generic 'unassigned' group and learn the features of known and novel cell types in a coupled way. They are susceptible to the potential batch effects and fail to explore the fine-grained semantic knowledge of novel cell types, thus hurting the model's discrimination ability. Additionally, emerging spatial transcriptomic technologies, such as in situ hybridization, sequencing and multiplexed imaging, present a novel challenge to current cell type identification strategies that predominantly neglect spatial organization. Consequently, it is imperative to develop a versatile method that can proficiently annotate single-cell transcriptomics data, encompassing both spatial and non-spatial dimensions.To address these issues, we propose a new, challenging yet realistic task called universal cell type identification for single-cell and spatial transcriptomics data. In this task, we aim to give semantic labels to target cells from known cell types and cluster labels to those from novel ones. To tackle this problem, instead of designing a suboptimal two-stage approach, we propose an end-to-end algorithm called scBOL from the perspective of Bipartite prototype alignment. Firstly, we identify the mutual nearest clusters in reference and target data as their potential common cell types. On this basis, we mine the cycle-consistent semantic anchor cells to build the intrinsic structure association between two data. Secondly, we design a neighbor-aware prototypical learning paradigm to strengthen the inter-cluster separability and intra-cluster compactness within each data, thereby inspiring the discriminative feature representations. Thirdly, driven by the semantic-aware prototypical learning framework, we can align the known cell types and separate the private cell types from them among reference and target data. Such an algorithm can be seamlessly applied to various data types modeled by different foundation models that can generate the embedding features for cells. Specifically, for non-spatial single-cell transcriptomics data, we use the autoencoder neural network to learn latent low-dimensional cell representations, and for spatial single-cell transcriptomics data, we apply the graph convolution network to capture molecular and spatial similarities of cells jointly. Extensive results on our carefully designed evaluation benchmarks demonstrate the superiority of scBOL over various state-of-the-art cell type identification methods. To our knowledge, we are the pioneers in presenting this pragmatic annotation task, as well as in devising a comprehensive algorithmic framework aimed at resolving this challenge across varied types of single-cell data. Finally, scBOL is implemented in Python using the Pytorch machine-learning library, and it is freely available at https://github.com/aimeeyaoyao/scBOL.© The Author(s) 2024. Published by Oxford University Press.",9.226017937168017e-76
38669186,Dissection and integration of bursty transcriptional dynamics for complex systems.,Proc Natl Acad Sci U S A,"RNA velocity estimation is a potentially powerful tool to reveal the directionality of transcriptional changes in single-cell RNA-sequencing data, but it lacks accuracy, absent advanced metabolic labeling techniques. We developed an approach,TopicVelo, that disentangles simultaneous, yet distinct, dynamics by using a probabilistic topic model, a highly interpretable form of latent space factorization, to infer cells and genes associated with individual processes, thereby capturing cellular pluripotency or multifaceted functionality. Focusing on process-associated cells and genes enables accurate estimation of process-specific velocities via a master equation for a transcriptional burst model accounting for intrinsic stochasticity. The method obtains a global transition matrix by leveraging cell topic weights to integrate process-specific signals. In challenging systems, this method accurately recovers complex transitions and terminal states, while our use of first-passage time analysis provides insights into transient transitions. These results expand the limits of RNA velocity, empowering future studies of cell fate and functional responses.",6.207853431961828e-28
38667169,"BacteSign: Building a Findable, Accessible, Interoperable, and Reusable (FAIR) Database for Universal Bacterial Identification.",Biosensors (Basel),"With the increasing incidence of diverse global bacterial outbreaks, it is important to build an immutable decentralized database that can capture regional changes in bacterial resistance with time. Herein, we investigate the use of a rapid 3D printed µbiochamber with a laser-ablated interdigitated electrode developed for biofilm analysis ofPseudomonas aeruginosa,Acinetobacter baumanniiandBacillus subtilisusing electrochemical biological impedance spectroscopy (EBIS) across a 48 h spectrum, along with novel ladder-based minimum inhibitory concentration (MIC) stencil tests against oxytetracycline, kanamycin, penicillin G and streptomycin. Furthermore, in this investigation, a search query database has been built demonstrating the deterministic nature of the bacterial strains with real and imaginary impedance, phase, and capacitance, showing increased bacterial specification selectivity in the 9772.37 Hz range.",3.672777751752118e-15
38660582,Selective Inference for Hierarchical Clustering.,J Am Stat Assoc,"Classical tests for a difference in means control the type I error rate when the groups are defineda priori. However, when the groups are instead defined via clustering, then applying a classical test yields an extremely inflated type I error rate. Notably, this problem persists even if two separate and independent data sets are used to define the groups and to test for a difference in their means. To address this problem, in this paper, we propose a selective inference approach to test for a difference in means between two clusters. Our procedure controls the selective type I error rate by accounting for the fact that the choice of null hypothesis was made based on the data. We describe how to efficiently compute exact p-values for clusters obtained using agglomerative hierarchical clustering with many commonly-used linkages. We apply our method to simulated data and to single-cell RNA-sequencing data.",7.653628727852702e-13
38659857,Precision and Accuracy of Single-Cell/Nuclei RNA Sequencing Data.,bioRxiv,"Single-cell/nuclei RNA sequencing (sc/snRNA-Seq) is widely used for profiling cell-type gene expressions in biomedical research. An important but underappreciated issue is the quality of sc/snRNA-Seq data that would impact the reliability of downstream analyses. Here we evaluated the precision and accuracy in 18 sc/snRNA-Seq datasets. The precision was assessed on data from human brain studies with a total of 3,483,905 cells from 297 individuals, by utilizing technical replicates. The accuracy was evaluated with sample-matched scRNA-Seq and pooled-cell RNA-Seq data of cultured mononuclear phagocytes from four species. The results revealed low precision and accuracy at the single-cell level across all evaluated data. Cell number and RNA quality were highlighted as two key factors determining the expression precision, accuracy, and reproducibility of differential expression analysis in sc/snRNA-Seq. This study underscores the necessity of sequencing enough high-quality cells per cell type per individual, preferably in the hundreds, to mitigate noise in expression quantification.",4.0445960094565126e-24
38649810,Multiple transcriptome analyses reveal mouse testis developmental dynamics.,BMC Genomics,"The testes are the organs of gamete production and testosterone synthesis. Up to date, no model system is available for mammalian testicular development, and only few studies have characterized the mouse testis transcriptome from no more than three postnatal ages. To describe the transcriptome landscape of the developing mouse testis and identify the potential molecular mechanisms underlying testis maturation, we examined multiple RNA-seq data of mouse testes from 3-week-old (puberty) to 11-week-old (adult). Sperm cells appeared as expected in 5-week-old mouse testis, suggesting the proper sample collection. The principal components analysis revealed the genes from 3w to 4w clustered away from other timepoints, indicating they may be the important nodes for testicular development. The pairwise comparisons at two adjacent timepoints identified 7,612 differentially expressed genes (DEGs), resulting in 58 unique mRNA expression patterns. Enrichment analysis identified functions in tissue morphogenesis (3-4w), regulation of peptidase activity (4-5w), spermatogenesis (7-8w), and antigen processing (10-11w), suggesting distinct functions in different developmental periods. 50 hub genes and 10 gene cluster modules were identified in the testis maturation process by protein-protein interaction (PPI) network analysis, and the miRNA-lncRNA-mRNA, miRNA-circRNA-mRNA and miRNA-circRNA-lncRNA-mRNA competing endogenous RNA (ceRNA) networks were constructed. The results suggest that testis maturation is a complex developmental process modulated by various molecules, and that some potential RNA-RNA interactions may be involved in specific developmental stages. In summary, this study provides an update on the molecular basis of testis development, which may help to understand the molecular mechanisms of mouse testis development and provide guidance for mouse reproduction.© 2024. The Author(s).",5.0892601334924474e-54
38645152,Defining and benchmarking open problems in single-cell analysis.,Res Sq,"With the growing number of single-cell analysis tools, benchmarks are increasingly important to guide analysis and method development. However, a lack of standardisation and extensibility in current benchmarks limits their usability, longevity, and relevance to the community. We present Open Problems, a living, extensible, community-guided benchmarking platform including 10 current single-cell tasks that we envision will raise standards for the selection, evaluation, and development of methods in single-cell analysis.",1.2649854314006868e-09
38638602,Mutations in the postsynaptic density signaling hub TNIK disrupt PSD signaling in human models of neurodevelopmental disorders.,Front Mol Neurosci,"A large number of synaptic proteins have been recurrently associated with complex brain disorders. One of these proteins, the Traf and Nck interacting kinase (TNIK), is a postsynaptic density (PSD) signaling hub, with many variants reported in neurodevelopmental disorder (NDD) and psychiatric disease. While rodent models of TNIK dysfunction have abnormal spontaneous synaptic activity and cognitive impairment, the role of mutations found in patients with TNIK protein deficiency and TNIK protein kinase activity during early stages of neuronal and synapse development has not been characterized. Here, using hiPSC-derived excitatory neurons, we show that TNIK mutations dysregulate neuronal activity in human immature synapses. Moreover, the lack of TNIK protein kinase activity impairs MAPK signaling and protein phosphorylation in structural components of the PSD. We show that the TNIK interactome is enriched in NDD risk factors and TNIK lack of function disrupts signaling networks and protein interactors associated with NDD that only partially overlap to mature mouse synapses, suggesting a differential role of TNIK in immature synapsis in NDD.Copyright © 2024 Jiang, Wilkinson, Flores, Hartel, Mihaylov, Clementel, Flynn, Alkuraya, Ultanir, Graham and Coba.",5.145929224742168e-36
38622747,Powerful and accurate detection of temporal gene expression patterns from multi-sample multi-stage single-cell transcriptomics data with TDEseq.,Genome Biol,"We present a non-parametric statistical method called TDEseq that takes full advantage of smoothing splines basis functions to account for the dependence of multiple time points in scRNA-seq studies, and uses hierarchical structure linear additive mixed models to model the correlated cells within an individual. As a result, TDEseq demonstrates powerful performance in identifying four potential temporal expression patterns within a specific cell type. Extensive simulation studies and the analysis of four published scRNA-seq datasets show that TDEseq can produce well-calibrated p-values and up to 20% power gain over the existing methods for detecting temporal gene expression patterns.© 2024. The Author(s).",1.1199180656450221e-12
