,pmid,title,source,abstract,probs
,37928898,Differential responses to maternal diabetes in embryo and visceral yolk sac.,Front Cell Dev Biol,"Introduction:Maternal diabetes during pregnancy is well known to be associated with a higher risk for structural birth defects in the offspring. Recent searches for underlying mechanisms have largely focused on aberrant processes in the embryo itself, although prior research in rodent models implicated dysfunction also of the visceral yolk sac. The objective of our research was to investigate both tissues within the conceptus simultaneously.Methods:We conducted unbiased transcriptome profiling by RNA sequencing on pairs of individual yolk sacs and their cognate embryos, using the non-obese diabetic (NOD) mouse model. The analysis was performed at gestational day 8.5 on morphologically normal specimen to circumvent confounding by defective development.Results:Even with large sample numbers (n= 33 in each group), we observed considerable variability of gene expression, primarily driven by exposure to maternal diabetes, and secondarily by developmental stage of the embryo. Only a moderate number of genes changed expression in the yolk sac, while in the embryo, the exposure distinctly influenced the relationship of gene expression levels to developmental progression, revealing a possible role for altered cell cycle regulation in the response. Also affected in embryos under diabetic conditions were genes involved in cholesterol biosynthesis and NAD metabolism pathways.Discussion:Exposure to maternal diabetes during gastrulation changes transcriptomic profiles in embryos to a substantially greater effect than in the corresponding yolk sacs, indicating that despite yolk sac being of embryonic origin, different mechanisms control transcriptional activity in these tissues. The effects of maternal diabetes on expression of many genes that are correlated with developmental progression (i.e. somite stage) highlight the importance of considering developmental maturity in the interpretation of transcriptomic data. Our analyses identified cholesterol biosynthesis and NAD metabolism as novel pathways not previously implicated in diabetic pregnancies. Both NAD and cholesterol availability affect a wide variety of cellular signaling processes, and can be modulated by diet, implying that prevention of adverse outcomes from diabetic pregnancies may require broad interventions, particularly in the early stages of pregnancy.Copyright © 2023 Salbaum, Stone, Kruger and Kappen.",1.82E-37
,37948379,Exploring multisite heterogeneity of human basal cell carcinoma proteome and transcriptome.,PLoS One,"Basal cell carcinoma (BCC) is the most common type of skin cancer. Due to multiple, potential underlying molecular tumor aberrations, clinical treatment protocols are not well-defined. This study presents multisite molecular heterogeneity profiles of human BCC based on RNA and proteome profiling. Three areas from lesions excised from 9 patients were analyzed. The focus was gene expression profiles based on proteome and RNA measurements of intra-tumor heterogeneity from the same patient and inter-tumor heterogeneity in nodular, infiltrative, and superficial BCC tumor subtypes from different patients. We observed significant overlap in intra- and inter-tumor variability of proteome and RNA expression profiles, showing significant multisite heterogeneity of protein expression in the BCC tumors. Inter-subtype analysis has also identified unique proteins for each BCC subtype. This profiling leads to a deeper understanding of BCC molecular heterogeneity and potentially contributes to developing new sampling tools for personalized diagnostics therapeutic approaches to BCC.Copyright: © 2023 Berl et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",1.82E-37
,38060277,Shared and distinct pathways and networks genetically linked to coronary artery disease between human and mouse.,Elife,"Mouse models have been used extensively to study human coronary artery disease (CAD) or atherosclerosis and to test therapeutic targets. However, whether mouse and human share similar genetic factors and pathogenic mechanisms of atherosclerosis has not been thoroughly investigated in a data-driven manner. We conducted a cross-species comparison study to better understand atherosclerosis pathogenesis between species by leveraging multiomics data. Specifically, we compared genetically driven and thus CAD-causal gene networks and pathways, by using human GWAS of CAD from the CARDIoGRAMplusC4D consortium and mouse GWAS of atherosclerosis from the Hybrid Mouse Diversity Panel (HMDP) followed by integration with functional multiomics human (STARNET and GTEx) and mouse (HMDP) databases. We found that mouse and human shared >75% of CAD causal pathways. Based on network topology, we then predicted key regulatory genes for both the shared pathways and species-specific pathways, which were further validated through the use of single cell data and the latest CAD GWAS. In sum, our results should serve as a much-needed guidance for which human CAD-causal pathways can or cannot be further evaluated for novel CAD therapies using mouse models.© 2023, Kurt, Cheng et al.",1.58E-37
,38102678,Genetic and observational associations of lung function with gastrointestinal tract diseases: pleiotropic and mendelian randomization analysis.,Respir Res,"The two-way communications along the gut-lung axis influence the immune function in both gut and lung. However, the shared genetic characteristics of lung function with gastrointestinal tract (GIT) diseases remain to be investigated.We first investigated the genetic correlations between three lung function traits and four GIT diseases. Second, we illustrated the genetic overlap by genome-wide pleiotropic analysis (PLACO) and further pinpointed the relevant tissue and cell types by partitioning heritability. Furthermore, we proposed pleiotropic genes as potential drug targets by drug database mining. Finally, we evaluated the causal relationships by epidemiologic observational study and Mendelian randomization (MR) analysis.We found lung function and GIT diseases were genetically correlated. We identified 258 pleiotropic loci, which were enriched in gut- and lung-specific regions marked by H3K4me1. Among these, 16 pleiotropic genes were targets of drugs, such as tofacitinib and baricitinib targeting TYK2 for the treatment of ulcer colitis and COVID-19, respectively. We identified a missense variant in TYK2, exhibiting a shared causal effect on FEV1/FVC and inflammatory bowel disease (rs12720356, PPLACO=1.38?×?10-?8). These findings suggested TYK2 as a promising drug target. Although the epidemiologic observational study suggested the protective role of lung function in the development of GIT diseases, no causalities were found by MR analysis.Our study suggested the shared genetic characteristics between lung function and GIT diseases. The pleiotropic variants could exert their effects by modulating gene expression marked by histone modifications. Finally, we highlighted the potential of pleiotropic analyses in drug repurposing.© 2023. The Author(s).",1.32E-37
,37970066,Scalable and versatile container-based pipelines for de novo genome assembly and bacterial annotation.,F1000Res,"Background:Advancements in DNA sequencing technology have transformed the field of bacterial genomics, allowing for faster and more cost effective chromosome level assemblies compared to a decade ago. However, transforming raw reads into a complete genome model is a significant computational challenge due to the varying quality and quantity of data obtained from different sequencing instruments, as well as intrinsic characteristics of the genome and desired analyses. To address this issue, we have developed a set of container-based pipelines using Nextflow, offering both common workflows for inexperienced users and high levels of customization for experienced ones. Their processing strategies are adaptable based on the sequencing data type, and their modularity enables the incorporation of new components to address the community's evolving needs.Methods:These pipelines consist of three parts: quality control, de novo genome assembly, and bacterial genome annotation. In particular, the genome annotation pipeline provides a comprehensive overview of the genome, including standard gene prediction and functional inference, as well as predictions relevant to clinical applications such as virulence and resistance gene annotation, secondary metabolite detection, prophage and plasmid prediction, and more.Results:The annotation results are presented in reports, genome browsers, and a web-based application that enables users to explore and interact with the genome annotation results.Conclusions:Overall, our user-friendly pipelines offer a seamless integration of computational tools to facilitate routine bacterial genomics research. The effectiveness of these is illustrated by examining the sequencing data of a clinical sample of Klebsiella pneumoniae.Copyright: © 2023 Almeida FMd et al.",1.18E-37
,38132339,Hypomagnetic Conditions and Their Biological Action (Review).,Biology (Basel),"The geomagnetic field plays an important role in the existence of life on Earth. The study of the biological effects of (hypomagnetic conditions) HMC is an important task in magnetobiology. The fundamental importance is expanding and clarifying knowledge about the mechanisms of magnetic field interaction with living systems. The applied significance is improving the training of astronauts for long-term space expeditions. This review describes the effects of HMC on animals and plants, manifested at the cellular and organismal levels. General information is given about the probable mechanisms of HMC and geomagnetic field action on living systems. The main experimental approaches are described. We attempted to systematize quantitative data from various studies and identify general dependencies of the magnetobiology effects' value on HMC characteristics (induction, exposure duration) and the biological parameter under study. The most pronounced effects were found at the cellular level compared to the organismal level. Gene expression and protein activity appeared to be the most sensitive to HMC among the molecular cellular processes. The nervous system was found to be the most sensitive in the case of the organism level. The review may be of interest to biologists, physicians, physicists, and specialists in interdisciplinary fields.",1.07E-37
,38054005,A simplified machine learning model utilizing platelet-related genes for predicting poor prognosis in sepsis.,Front Immunol,"Thrombocytopenia is a known prognostic factor in sepsis, yet the relationship between platelet-related genes and sepsis outcomes remains elusive. We developed a machine learning (ML) model based on platelet-related genes to predict poor prognosis in sepsis. The model underwent rigorous evaluation on six diverse platforms, ensuring reliable and versatile findings.A retrospective analysis of platelet data from 365 sepsis patients confirmed the predictive role of platelet count in prognosis. We employed COX analysis, Least Absolute Shrinkage and Selection Operator (LASSO) and Support Vector Machine (SVM) techniques to identify platelet-related genes from the GSE65682 dataset. Subsequently, these genes were trained and validated on six distinct platforms comprising 719 patients, and compared against the Acute Physiology and Chronic Health Evaluation II (APACHE II) and Sequential Organ-Failure Assessment (SOFA) score.A PLT count <100×109/L independently increased the risk of death in sepsis patients (OR = 2.523; 95% CI: 1.084-5.872). The ML model, based on five platelet-related genes, demonstrated impressive area under the curve (AUC) values ranging from 0.5 to 0.795 across various validation platforms. On the GPL6947 platform, our ML model outperformed the APACHE II score with an AUC of 0.795 compared to 0.761. Additionally, by incorporating age, the model's performance was further improved to an AUC of 0.812. On the GPL4133 platform, the initial AUC of the machine learning model based on five platelet-related genes was 0.5. However, after including age, the AUC increased to 0.583. In comparison, the AUC of the APACHE II score was 0.604, and the AUC of the SOFA score was 0.542.Our findings highlight the broad applicability of this ML model, based on platelet-related genes, in facilitating early treatment decisions for sepsis patients with poor outcomes. Our study paves the way for advancements in personalized medicine and improved patient care.Copyright © 2023 Diao, Zhao, Li, Li, Huo and Han.",1.03E-37
,38092772,Structural variants involved in high-altitude adaptation detected using single-molecule long-read sequencing.,Nat Commun,"Structural variants (SVs), accounting for a larger fraction of the genome than SNPs/InDels, are an important pool of genetic variation, enabling environmental adaptations. Here, we perform long-read sequencing data of 320 Tibetan and Han samples and show that SVs are highly involved in high-altitude adaptation. We expand the landscape of global SVs, apply robust models of selection and population differentiation combining SVs, SNPs and InDels, and use epigenomic analyses to predict enhancers, target genes and biological functions. We reveal diverse Tibetan-specific SVs affecting the regulatory circuitry of biological functions, including the hypoxia response, energy metabolism and pulmonary function. We find a Tibetan-specific deletion disrupts a super-enhancer and downregulates EPAS1 using enhancer reporter, cellular knock-out and DNA pull-down assays. Our study expands the global SV landscape, reveals the role of gene-regulatory circuitry rewiring in human adaptation, and illustrates the diverse functional roles of SVs in human biology.© 2023. The Author(s).",9.83E-38
,38106186,Single-cell eQTL mapping in yeast reveals a tradeoff between growth and reproduction.,bioRxiv,"Expression quantitative trait loci (eQTLs) provide a key bridge between noncoding DNA sequence variants and organismal traits. The effects of eQTLs can differ among tissues, cell types, and cellular states, but these differences are obscured by gene expression measurements in bulk populations. We developed a one-pot approach to map eQTLs inSaccharomyces cerevisiaeby single-cell RNA sequencing (scRNA-seq) and applied it to over 100,000 single cells from three crosses. We used scRNA-seq data to genotype each cell, measure gene expression, and classify the cells by cell-cycle stage. We mapped thousands of local and distant eQTLs and identified interactions between eQTL effects and cell-cycle stages. We took advantage of single-cell expression information to identify hundreds of genes with allele-specific effects on expression noise. We used cell-cycle stage classification to map 20 loci that influence cell-cycle progression. One of these loci influenced the expression of genes involved in the mating response. We showed that the effects of this locus arise from a common variant (W82R) in the geneGPA1, which encodes a signaling protein that negatively regulates the mating pathway. The 82R allele increases mating efficiency at the cost of slower cell-cycle progression and is associated with a higher rate of outcrossing in nature. Our results provide a more granular picture of the effects of genetic variants on gene expression and downstream traits.",9.5E-38
,38065861,A multicenter case-control study on postoperative intestinal fistula in Chinese patients with Crohn disease.,Medicine (Baltimore),"The aim of this study was to (1) assess the independent factors affecting patients with postoperative intestinal fistula from Crohn disease (CD) by analyzing preoperative clinical data, (2) establish a nomogram prediction model for this condition based on these factors, and (3) validate this model and evaluate its accuracy. In this retrospective multicenter case-control study, the clinical data of 240 patients with CD admitted for surgical treatment between September 2019 and September 2021 at 3 centers were collected. Patients were randomly divided into a training set (168 patients) and a validation set (72 patients). Univariate analysis was performed for relevant factors, and statistically significant factors were then analyzed using multivariate logistic regression to determine the independent influencing factors. A nomogram model for predicting postoperative intestinal fistula in patients with CD was constructed and the accuracy of the model was evaluated using calibration curves. Univariate analysis showed that disease behavior, abdominal abscess, intestinal perforation, neutrophil-to-lymphocyte ratio, systemic immunoinflammatory index, and prognostic nutrition index were factors affecting postoperative intestinal fistula in patients with CD. Multivariate logistic regression analysis showed that neutrophil-to-lymphocyte ratio, prognostic nutrition index, disease behavior, and Crohn disease activity index score were independent influencing factors. After assessing the validation set, the area under the curve was 0.899, indicating good predictive accuracy of the nomogram model. The prediction model developed in this study can effectively predict the risk of postoperative intestinal fistula.Copyright © 2023 the Author(s). Published by Wolters Kluwer Health, Inc.",8E-38
,38097570,ERK2-topoisomerase II regulatory axis is important for gene activation in immediate early genes.,Nat Commun,"The function of the mitogen-activated protein kinase signaling pathway is required for the activation of immediate early genes (IEGs), including EGR1 and FOS, for cell growth and proliferation. Recent studies have identified topoisomerase II (TOP2) as one of the important regulators of the transcriptional activation of IEGs. However, the mechanism underlying transcriptional regulation involving TOP2 in IEG activation has remained unknown. Here, we demonstrate that ERK2, but not ERK1, is important for IEG transcriptional activation and report a critical ELK1 binding sequence for ERK2 function at the EGR1 gene. Our data indicate that both ERK1 and ERK2 extensively phosphorylate the C-terminal domain of TOP2B at mutual and distinctive residues. Although both ERK1 and ERK2 enhance the catalytic rate of TOP2B required to relax positive DNA supercoiling, ERK2 delays TOP2B catalysis of negative DNA supercoiling. In addition, ERK1 may relax DNA supercoiling by itself. ERK2 catalytic inhibition or knock-down interferes with transcription and deregulates TOP2B in IEGs. Furthermore, we present the first cryo-EM structure of the human cell-purified TOP2B and etoposide together with the EGR1 transcriptional start site (-30 to +20) that has the strongest affinity to TOP2B within -423 to +332. The structure shows TOP2B-mediated breakage and dramatic bending of the DNA. Transcription is activated by etoposide, while it is inhibited by ICRF193 at EGR1 and FOS, suggesting that TOP2B-mediated DNA break to favor transcriptional activation. Taken together, this study suggests that activated ERK2 phosphorylates TOP2B to regulate TOP2-DNA interactions and favor transcriptional activation in IEGs. We propose that TOP2B association, catalysis, and dissociation on its substrate DNA are important processes for regulating transcription and that ERK2-mediated TOP2B phosphorylation may be key for the catalysis and dissociation steps.© 2023. The Author(s).",6.29E-38
,38102483,Curation of causal interactions mediated by genes associated with autism accelerates the understanding of gene-phenotype relationships underlying neurodevelopmental disorders.,Mol Psychiatry,"Autism spectrum disorder (ASD) comprises a large group of neurodevelopmental conditions featuring, over a wide range of severity and combinations, a core set of manifestations (restricted sociality, stereotyped behavior and language impairment) alongside various comorbidities. Common and rare variants in several hundreds of genes and regulatory regions have been implicated in the molecular pathogenesis of ASD along a range of causation evidence strength. Despite significant progress in elucidating the impact of few paradigmatic individual loci, such sheer complexity in the genetic architecture underlying ASD as a whole has hampered the identification of convergent actionable hubs hypothesized to relay between the vastness of risk alleles and the core phenotypes. In turn this has limited the development of strategies that can revert or ameliorate this condition, calling for a systems-level approach to probe the cross-talk of cooperating genes in terms of causal interaction networks in order to make convergences experimentally tractable and reveal their clinical actionability. As a first step in this direction, we have captured from the scientific literature information on the causal links between the genes whose variants have been associated with ASD and the whole human proteome. This information has been annotated in a computer readable format in the SIGNOR database and is made freely available in the resource website. To link this information to cell functions and phenotypes, we have developed graph algorithms that estimate the functional distance of any protein in the SIGNOR causal interactome to phenotypes and pathways. The main novelty of our approach resides in the possibility to explore the mechanistic links connecting the suggested gene-phenotype relations.© 2023. The Author(s).",5.45E-38
,38011998,2-Hydroxyglutarate modulates histone methylation at specific loci and alters gene expression via Rph1 inhibition.,Life Sci Alliance,"2-Hydroxyglutarate (2-HG) is an oncometabolite that accumulates in certain cancers. Gain-of-function mutations in isocitrate dehydrogenase lead to 2-HG accumulation at the expense of alpha-ketoglutarate. Elevated 2-HG levels inhibit histone and DNA demethylases, causing chromatin structure and gene regulation changes with tumorigenic consequences. We investigated the effects of elevated 2-HG levels inSaccharomyces cerevisiae, a yeast devoid of DNA methylation and heterochromatin-associated histone methylation. Our results demonstrate genetic background-dependent gene expression changes and altered H3K4 and H3K36 methylation at specific loci. Analysis of histone demethylase deletion strains indicated that 2-HG inhibits Rph1 sufficiently to induce extensive gene expression changes. Rph1 is the yeast homolog of human KDM4 demethylases and, among the yeast histone demethylases, was the most sensitive to the inhibitory effect of 2-HG in vitro. Interestingly, Rph1 deficiency favors gene repression and leads to further down-regulation of already silenced genes marked by low H3K4 and H3K36 trimethylation, but abundant in H3K36 dimethylation. Our results provide novel insights into the genome-wide effects of 2-HG and highlight Rph1 as its preferential demethylase target.© 2023 Gavriil et al.",4.99E-38
,38153509,The osteoporosis susceptibility SNP rs188303909 at 2q14.2 regulates EN1 expression by modulating DNA methylation and E2F6 binding.,J Mol Med (Berl),"EN1 encodes a homeodomain-containing transcription factor and is a determinant of bone density and fracture. Previous powerful genome-wide association studies (GWASs) have identified multiple single-nucleotide polymorphisms (SNPs) near EN1 at 2q14.2 locus for osteoporosis, but the causal SNPs and functional mechanisms underlying these associations are poorly understood. The target genes regulated by the transcription factor EN1 are also unclear. In this study, we identified rs188303909, a functional CpG-SNP, as a causal SNP for osteoporosis at 2q14.2 through the integration of functional and epigenomic analyses. Functional experiments demonstrated that unmethylated rs188303909 acted as a strong allele-specific distal enhancer to regulate EN1 expression by modifying the binding of transcription factor E2F6, but rs188303909 methylation attenuated the active effect of E2F6 on EN1 expression. Importantly, transcription factor EN1 could differentially bind osteoporosis GWAS lead SNPs rs4869739-T and rs4355801-G to upregulate CCDC170 and COLEC10 expression, thus promoting bone formation. Our study provided a mechanistic insight into expression regulation of the osteoporosis susceptibility gene EN1, which could be a potential therapeutic target for osteoporosis precision medicine. KEY MESSAGES: CpG-SNP rs188303909 is a causal SNP at the osteoporosis susceptibility locus 2q14.2. Rs188303909 distally regulates EN1 expression by modulating DNA methylation and E2F6 binding. EN1 upregulates CCDC170 and COLEC10 expression through osteoporosis GWAS lead SNPs rs4869739 and rs4355801.© 2023. The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.",4.41E-38
,38007614,Genome-wide adenine N6-methylation map reveals epigenomic regulation of lipid accumulation in Nannochloropsis.,Plant Commun,"Epigenetic marks on histones and DNA, such as DNA methylation at N6-adenine (6mA), play crucial roles in gene expression and genome maintenance, but their deposition and function in microalgae remain largely uncharacterized. Here, we report a genome-wide 6mA map for the model industrial oleaginous microalga Nannochloropsis oceanica produced by single-molecule real-time sequencing. Found in 0.1% of adenines, 6mA sites are mostly enriched at the AGGYV motif, more abundant in transposons and 3' untranslated regions, and associated with active transcription. Moreover, 6mA gradually increases in abundance along the direction of gene transcription and shows special positional enrichment near splicing donor and transcription termination sites. Highly expressed genes tend to show greater 6mA abundance in the gene body than do poorly expressed genes, indicating a positive interaction between 6mA and general transcription factors. Furthermore, knockout of the putative 6mA methylase NO08G00280 by genome editing leads to changes in methylation patterns that are correlated with changes in the expression of molybdenum cofactor, sulfate transporter, glycosyl transferase, and lipase genes that underlie reductions in biomass and oil productivity. By contrast, knockout of the candidate demethylase NO06G02500 results in increased 6mA levels and reduced growth. Unraveling the epigenomic players and their roles in biomass productivity and lipid metabolism lays a foundation for epigenetic engineering of industrial microalgae.Copyright © 2023 The Author(s). Published by Elsevier Inc. All rights reserved.",4E-38
,38095828,Adaptive and Maladaptive Clonal Hematopoiesis in Telomere Biology Disorders.,Curr Hematol Malig Rep,"Telomere biology disorders (TBDs) are germline-inherited conditions characterized by reduction in telomerase function, accelerated shortening of telomeres, predisposition to organ-failure syndromes, and increased risk of neoplasms, especially myeloid malignancies. In normal cells, critically short telomeres trigger apoptosis and/or cellular senescence. However, the evolutionary mechanism by which TBD-related telomerase-deficient cells can overcome this fitness constraint remains elusive.Preliminary data suggests the existence of adaptive somatic mosaic states characterized by variants in TBD-related genes and maladaptive somatic mosaic states that attempt to overcome hematopoietic fitness constraints by alternative methods leading to clonal hematopoiesis. TBDs are both rare and highly heterogeneous in presentation, and the association of TBD with malignant transformation is unclear. Understanding the clonal complexity and mechanisms behind TBD-associated molecular signatures that lead to somatic adaptation in the setting of defective hematopoiesis will help inform therapy and treatment for this set of diseases.© 2023. The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",3.61E-38
,38068774,The Potential Role of Nutrition in Overtraining Syndrome: A Narrative Review.,Nutrients,"Competition between athletes and an increase in sporting knowledge have greatly influenced training methods while increasing the number of them more and more. As a result, the number of athletes who have increased the number and intensity of their workouts while decreasing recovery times is rising. Positive overtraining could be considered a natural and fundamental process when the result is adaptation and improved performance; however, in the absence of adequate recovery, negative overtraining could occur, causing fatigue, maladaptation, and inertia. One of the earliest forms of fatigue is overreaching. It is considered to be an accumulation of training that leads to reduced sports performance, requiring days or weeks to recover. Overreaching, if followed by adequate recovery, can lead to an increase in athletic performance. Nonetheless, if overreaching becomes extreme, combined with additional stressors, it could lead to overtraining syndrome (OTS). OTS, caused by systemic inflammation, leads to central nervous system (CNS) effects, including depressed mood, further inflammation, central fatigue, and ultimately neurohormonal changes. There are therefore not only physiological, biochemical, and immunological but also psychological symptoms or markers that must be considered, independently or together, being intrinsically linked with overtraining, to fully understand OTS. However, to date, there are very few published studies that have analyzed how nutrition in its specific food aspects, if compromised during OTS, can be both etiology and consequence of the syndrome. To date, OTS has not yet been fully studied, and the topic needs further research. The purpose of this narrative review is therefore to study how a correct diet and nutrition can influence OTS in all its aspects, from prevention to treatment.",3.14E-38
,38012287,In vivo reprogramming leads to premature death linked to hepatic and intestinal failure.,Nat Aging,"The induction of cellular reprogramming via expression of the transcription factors Oct4, Sox2, Klf4 and c-Myc (OSKM) can drive dedifferentiation of somatic cells and ameliorate age-associated phenotypes in multiple tissues and organs. However, the benefits of long-term in vivo reprogramming are limited by detrimental side-effects. Here, using complementary genetic approaches, we demonstrated that continuous induction of the reprogramming factors in vivo leads to hepatic and intestinal dysfunction resulting in decreased body weight and contributing to premature death (within 1?week). By generating a transgenic reprogrammable mouse strain, avoiding OSKM expression in both liver and intestine, we reduced the early lethality and adverse effects associated with in vivo reprogramming and induced a decrease in organismal biological age. This reprogramming mouse strain, which allows longer-term continuous induction of OSKM with attenuated toxicity, can help better understand rejuvenation, regeneration and toxicity during in vivo reprogramming.© 2023. The Author(s), under exclusive licence to Springer Nature America, Inc.",2.97E-38
,38076956,Long-read RNA-seq atlas of novel microglia isoforms elucidates disease-associated genetic regulation of splicing.,medRxiv,"Microglia, the innate immune cells of the central nervous system, have been genetically implicated in multiple neurodegenerative diseases. We previously mapped the genetic regulation of gene expression and mRNA splicing in human microglia, identifying several loci where common genetic variants in microglia-specific regulatory elements explain disease risk loci identified by GWAS. However, identifying genetic effects on splicing has been challenging due to the use of short sequencing reads to identify causal isoforms. Here we present the isoform-centric microglia genomic atlas (isoMiGA) which leverages the power of long-read RNA-seq to identify 35,879 novel microglia isoforms. We show that the novel microglia isoforms are involved in stimulation response and brain region specificity. We then quantified the expression of both known and novel isoforms in a multi-ethnic meta-analysis of 555 human microglia short-read RNA-seq samples from 391 donors, the largest to date, and found associations with genetic risk loci in Alzheimer's disease and Parkinson's disease. We nominate several loci that may act through complex changes in isoform and splice site usage.",2.6E-38
,38047081,A machine learning and directed network optimization approach to uncover TP53 regulatory patterns.,iScience,"TP53, theGuardian of the Genome, is the most frequently mutated gene in human cancers and the functional characterization of its regulation is fundamental. To address this we employ two strategies: machine learning to predict the mutation status ofTP53from transcriptomic data, and directed regulatory networks to reconstruct the effect of mutations on the transcipt levels ofTP53targets. Using data from established databases (Cancer Cell Line Encyclopedia, The Cancer Genome Atlas), machine learning could predict the mutation status, but not resolve different mutations. On the contrary, directed network optimization allowed to infer theTP53regulatory profile across: (1) mutations, (2) irradiation in lung cancer, and (3) hypoxia in breast cancer, and we could observe differential regulatory profiles dictated by (1) mutation type, (2) deleterious consequences of the mutation, (3) known hotspots, (4) protein changes, (5) stress condition (irradiation/hypoxia). This is an important first step toward using regulatory networks for the characterization of the functional consequences of mutations, and could be extended to other perturbations, with implications for drug design and precision medicine.© 2023 The Author(s).",2.48E-38
,38048351,Transcription induces context-dependent remodeling of chromatin architecture during differentiation.,PLoS Biol,"Metazoan chromosomes are organized into discrete spatial domains (TADs), believed to contribute to the regulation of transcriptional programs. Despite extensive correlation between domain organization and gene activity, a direct mechanistic link is unclear, with perturbation studies often showing little effect. To follow chromatin architecture changes during development, we used Capture Hi-C to interrogate the domains around key differentially expressed genes during mouse thymocyte maturation, uncovering specific remodeling events. Notably, one TAD boundary was broadened to accommodate RNA polymerase elongation past the border, and subdomains were formed around some activated genes without changes in CTCF binding. The ectopic induction of some genes was sufficient to recapitulate domain formation in embryonic stem cells, providing strong evidence that transcription can directly remodel chromatin structure. These results suggest that transcriptional processes drive complex chromosome folding patterns that can be important in certain genomic contexts.Copyright: © 2023 Chahar et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",2.21E-38
,38136334,Susceptibility Genes Associated with Multiple Primary Cancers.,Cancers (Basel),"With advancements in treatment and screening techniques, we have been witnessing an era where more cancer survivors harbor multiple primary cancers (MPCs), affecting approximately one in six patients. Identifying MPCs is crucial for tumor staging and subsequent treatment choices. However, the current clinicopathological criteria for clinical application are limited and insufficient, making it challenging to differentiate them from recurrences or metastases. The emergence of next-generation sequencing (NGS) technology has provided a genetic perspective for defining multiple primary cancers. Researchers have found that, when considering multiple tumor pairs, it is crucial not only to examine well-known essential mutations like MLH1/MSH2, EGFR, PTEN, BRCA1/2, CHEK2, and TP53 mutations but also to explore certain pleiotropic loci. Moreover, specific deleterious mutations may serve as regulatory factors in second cancer development following treatment. This review aims to discuss these susceptibility genes and provide an explanation of their functions based on the signaling pathway background. Additionally, the association network between genetic signatures and different tumor pairs will be summarized.",2.03E-38
,38001391,Promoter Hypomethylation Upregulates ANXA2 Expression in Pancreatic Cancer and is Associated with Poor Prognosis.,Biochem Genet,"Pancreatic cancer (PC) is one of the world's most aggressive and deadly cancers, owing to non-specific early clinical symptoms, late-stage diagnosis, and poor survival. Therefore, it is critical to identify specific biomarkers for its early diagnosis. Annexin A2 (ANXA2) is a calcium-dependent phospholipid-binding protein that has been reported to be upregulated in several cancer types, making it an emerging biomarker and potential cancer therapeutic target. However, the mechanism underlying the regulation of ANXA2 overexpression is still unclear. It is well established that genetic and epigenetic alterations may lead to widespread dysregulation of gene expression. Hence, in this study, we focused on exploring the regulatory mechanism of ANXA2 by investigating the transcriptional profile, methylation pattern, somatic mutation, and prognostic value of ANXA2 in PC using several bioinformatics databases. Our results revealed that the expression levels of ANXA2 were remarkably increased in PC tissues comparing to normal tissues. Furthermore, the high expression of ANXA2 was significantly related to the poor prognosis of PC patients. More importantly, we demonstrated for the first time that the ANXA2 promoter is hypomethylated in PC tissues compared to normal tissues which may result in ANXA2 overexpression in PC. However, more experimental research is required to corroborate our findings.© 2023. The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",1.94E-38
,37937667,Histone retention preserves epigenetic marks during heat stress-induced transcriptional memory in plants.,EMBO J,"Plants often experience recurrent stressful events, for example, during heat waves. They can be primed by heat stress (HS) to improve the survival of more severe heat stress conditions. At certain genes, sustained expression is induced for several days beyond the initial heat stress. This transcriptional memory is associated with hyper-methylation of histone H3 lysine 4 (H3K4me3), but it is unclear how this is maintained for extended periods. Here, we determined histone turnover by measuring the chromatin association of HS-induced histone H3.3. Genome-wide histone turnover was not homogenous; in particular, H3.3 was retained longer at heat stress memory genes compared to HS-induced non-memory genes during the memory phase. While low nucleosome turnover retained H3K4 methylation, methylation loss did not affect turnover, suggesting that low nucleosome turnover sustains H3K4 methylation, but not vice versa. Together, our results unveil the modulation of histone turnover as a mechanism to retain environmentally mediated epigenetic modifications.© 2023 The Authors. Published under the terms of the CC BY NC ND 4.0 license.",1.83E-38
